,la,esperanto
ŝi,ne,esperanto
ne,laŭdis,esperanto
laŭdis,lian,esperanto
lian,talion,esperanto
talion,do,esperanto
do,jam,esperanto
jam,ni,esperanto
ni,faras,esperanto
faras,progreson,esperanto
progreson,li,esperanto
li,daŭrigis,esperanto
daŭrigis,sinkontente,esperanto
sinkontente,ni,esperanto
ni,ĝin,esperanto
ĝin,sciis,esperanto
sciis,tio,esperanto
tio,kompreneble,esperanto
kompreneble,aludas,esperanto
aludas,la,esperanto
la,ĵurintojn,esperanto
ĵurintojn,al,esperanto
al,ŝi,esperanto
ŝi,nur,esperanto
nur,unu,esperanto
unu,du,esperanto
du,al,esperanto
al,li,esperanto
li,tri,esperanto
tri,kvar,esperanto
kvar,al,esperanto
al,ni,esperanto
ni,li,esperanto
li,donis,esperanto
donis,jen,esperanto
jen,kion,esperanto
kion,li,esperanto
li,faris,esperanto
faris,disdonacante,esperanto
disdonacante,la,esperanto
la,tortojn,esperanto
tortojn,sed,esperanto
sed,kontraŭdiris,esperanto
kontraŭdiris,alicio,esperanto
alicio,la,esperanto
la,daŭrigo,esperanto
daŭrigo,montras,esperanto
montras,ke,esperanto
ke,ĉiuj,esperanto
ĉiuj,venis,esperanto
venis,re,esperanto
re,al,esperanto
al,vi,esperanto
vi,kaj,esperanto
kaj,jen,esperanto
jen,ili,esperanto
ili,triumfis,esperanto
triumfis,la,esperanto
la,reĝo,esperanto
reĝo,montrante,esperanto
montrante,sur,esperanto
sur,la,esperanto
la,tablon,esperanto
tablon,nenio,esperanto
nenio,povas,esperanto
povas,esti,esperanto
esti,pli,esperanto
pli,klara,esperanto
klara,pruvo,esperanto
pruvo,ol,esperanto
ol,tio,esperanto
tio,ankaŭ,esperanto
ankaŭ,tion,esperanto
tion,ĉi,esperanto
ĉi,atentu,esperanto
atentu,dolor,esperanto
dolor,vi,esperanto
vi,for,esperanto
for,ekkriis,esperanto
ekkriis,ŝi,esperanto
ŝi,ĉu,esperanto
ĉu,vi,esperanto
vi,mia,esperanto
mia,kara,esperanto
kara,turnante,esperanto
turnante,sin,esperanto
sin,al,esperanto
al,la,esperanto
la,damo,esperanto
damo,ne,esperanto
ne,ordonis,esperanto
ordonis,ke,esperanto
ke,la,esperanto
la,loro,esperanto
loro,estu,esperanto
estu,for,esperanto
for,tamen,esperanto
tamen,jen,esperanto
jen,li,esperanto
li,sidas,esperanto
sidas,certege,esperanto
certege,kriis,esperanto
kriis,la,esperanto
la,damo,esperanto
damo,kaj,esperanto
kaj,furioze,esperanto
furioze,ĵetis,esperanto
ĵetis,kontraŭ,esperanto
kontraŭ,la,esperanto
la,loron,esperanto
loron,grandan,esperanto
grandan,inkujon,esperanto
inkujon,la,esperanto
la,inkujo,esperanto
inkujo,trafis—ne,esperanto
trafis—ne,la,esperanto
la,loron—sed,esperanto
loron—sed,bil,esperanto
bil,lacerton,esperanto
lacerton,tiu,esperanto
tiu,jam,esperanto
jam,de,esperanto
de,longe,esperanto
longe,ĉesis,esperanto
ĉesis,skribi,esperanto
skribi,per,esperanto
per,la,esperanto
la,fingro,esperanto
fingro,ĉar,esperanto
ĉar,li,esperanto
li,ne,esperanto
ne,sukcesis,esperanto
sukcesis,fari,esperanto
fari,per,esperanto
per,ĝi,esperanto
ĝi,markojn,esperanto
markojn,sed,esperanto
sed,nun,esperanto
nun,la,esperanto
la,kompatinda,esperanto
kompatinda,besteto,esperanto
besteto,laboreme,esperanto
laboreme,rekomencis,esperanto
rekomencis,la,esperanto
la,fingroskribon,esperanto
fingroskribon,uzante,esperanto
uzante,la,esperanto
la,inkon,esperanto
inkon,kiu,esperanto
kiu,gutfalis,esperanto
gutfalis,de,esperanto
de,lia,esperanto
lia,vizaĝo,esperanto
vizaĝo,la,esperanto
la,loro,esperanto
loro,tute,esperanto
tute,ne,esperanto
ne,atentis,esperanto
atentis,la,esperanto
la,inkujon,esperanto
inkujon,li,esperanto
li,nur,esperanto
nur,ĝentile,esperanto
ĝentile,klinis,esperanto
klinis,sin,esperanto
sin,antaŭ,esperanto
antaŭ,la,esperanto
la,trono,esperanto
trono,kaj,esperanto
kaj,majeste,esperanto
majeste,marŝis,esperanto
marŝis,for,esperanto
for,doloro,esperanto
doloro,for,esperanto
for,do,esperanto
do,loro,esperanto
loro,for,esperanto
for,la,esperanto
la,reĝo,esperanto
reĝo,ripetis,esperanto
ripetis,per,esperanto
per,speciale,esperanto
speciale,atentiga,esperanto
atentiga,voĉo,esperanto
voĉo,kaj,esperanto
kaj,ĉirkaŭrigardis,esperanto
ĉirkaŭrigardis,la,esperanto
la,ĉeestantaron,esperanto
ĉeestantaron,kun,esperanto
kun,afabla,esperanto
afabla,rideto,esperanto
rideto,sekvis,esperanto
sekvis,tre,esperanto
tre,embarasa,esperanto
embarasa,silento,esperanto
silento,fine,esperanto
fine,la,esperanto
la,reĝo,esperanto
reĝo,devis,esperanto
devis,anonci,esperanto
anonci,mi,esperanto
mi,faris,esperanto
faris,ŝercon,esperanto
ŝercon,kaj—tuj,esperanto
kaj—tuj,la,esperanto
la,korteganoj,esperanto
korteganoj,aplaŭdis,esperanto
aplaŭdis,amase,esperanto
amase,la,esperanto
la,ĵurintoj,esperanto
ĵurintoj,konsideru,esperanto
konsideru,la,esperanto
la,verdikton,esperanto
verdikton,diris,esperanto
diris,la,esperanto
la,reĝo,esperanto
reĝo,jam,esperanto
jam,la,esperanto
la,dudekan,esperanto
dudekan,fojon,esperanto
fojon,ĉi,esperanto
ĉi,tiun,esperanto
tiun,fojon,esperanto
fojon,la,esperanto
la,damo,esperanto
damo,interrompis,esperanto
interrompis,ne,esperanto
ne,ne,esperanto
ne,ŝi,esperanto
ŝi,diris,esperanto
diris,ni,esperanto
ni,havu,esperanto
havu,unue,esperanto
unue,la,esperanto
la,juĝon,esperanto
juĝon,kaj,esperanto
kaj,nur,esperanto
nur,poste,esperanto
poste,la,esperanto
la,verdikton,esperanto
verdikton,vi,esperanto
vi,parolas,esperanto
parolas,sensencaĵon,esperanto
sensencaĵon,laŭte,esperanto
laŭte,diris,esperanto
diris,alicio,esperanto
alicio,senkapigu,esperanto
senkapigu,ŝin,esperanto
ŝin,kriegis,esperanto
kriegis,la,esperanto
la,damo,esperanto
damo,per,esperanto
per,ŝia,esperanto
ŝia,plej,esperanto
plej,alta,esperanto
alta,voĉtono,esperanto
voĉtono,tamen,esperanto
tamen,neniu,esperanto
neniu,ekmovis,esperanto
ekmovis,sin,esperanto
sin,mi,esperanto
mi,ne,esperanto
ne,timas,esperanto
timas,vin,esperanto
vin,diris,esperanto
diris,alicio,esperanto
alicio,ŝi,esperanto
ŝi,jam,esperanto
jam,kreskis,esperanto
kreskis,ĝis,esperanto
ĝis,sia,esperanto
sia,normala,esperanto
normala,alteco,esperanto
alteco,vi,esperanto
vi,ja,esperanto
ja,estas,esperanto
estas,nenio—nenio,esperanto
nenio—nenio,krom,esperanto
krom,ludkartaro,esperanto
ludkartaro,la,esperanto
la,tuta,esperanto
tuta,kartaro,esperanto
kartaro,tuj,esperanto
tuj,suprenleviĝis,esperanto
suprenleviĝis,en,esperanto
en,la,esperanto
la,aeron,esperanto
aeron,kaj,esperanto
kaj,ree,esperanto
ree,flugfalis,esperanto
flugfalis,sur,esperanto
sur,ŝin,esperanto
ŝin,ŝi,esperanto
ŝi,eligis,esperanto
eligis,krieton,esperanto
krieton,krieton,esperanto
krieton,duone,esperanto
duone,timan,esperanto
timan,kaj,esperanto
kaj,duone,esperanto
duone,koleran,esperanto
koleran,penis,esperanto
penis,forfrapi,esperanto
forfrapi,ilin,esperanto
ilin,kaj—,esperanto
kaj—,—trovis,esperanto
—trovis,sin,esperanto
sin,kuŝanta,esperanto
kuŝanta,sur,esperanto
sur,la,esperanto
la,deklivo,esperanto
deklivo,jen,esperanto
jen,la,esperanto
la,fratino,esperanto
fratino,vartis,esperanto
vartis,ŝian,esperanto
ŝian,kapon,esperanto
kapon,sur,esperanto
sur,la,esperanto
la,genuoj,esperanto
genuoj,kaj,esperanto
kaj,forbrosas,esperanto
forbrosas,kelke,esperanto
kelke,da,esperanto
da,sekaj,esperanto
sekaj,folioj,esperanto
folioj,falintaj,esperanto
falintaj,de,esperanto
de,la,esperanto
la,arboj,esperanto
arboj,sur,esperanto
sur,ŝian,esperanto
ŝian,vizaĝon,esperanto
vizaĝon,vi,esperanto
vi,vekiĝu,esperanto
vekiĝu,anjo,esperanto
anjo,vi,esperanto
vi,vekiĝu,esperanto
vekiĝu,kara,esperanto
kara,diris,esperanto
diris,la,esperanto
la,fratino,esperanto
fratino,vi,esperanto
vi,ja,esperanto
ja,tre,esperanto
tre,tre,esperanto
tre,longe,esperanto
longe,dormis,esperanto
dormis,ho,esperanto
ho,mi,esperanto
mi,estas,esperanto
estas,sonĝinta,esperanto
sonĝinta,tian,esperanto
tian,kuriozan,esperanto
kuriozan,sonĝon,esperanto
sonĝon,diris,esperanto
diris,alicio,esperanto
alicio,kaj,esperanto
kaj,ŝi,esperanto
ŝi,rakontis,esperanto
rakontis,al,esperanto
al,la,esperanto
la,fratino,esperanto
fratino,laŭeble,esperanto
laŭeble,ĉiujn,esperanto
ĉiujn,ĉi,esperanto
ĉi,strangajn,esperanto
strangajn,aventurojn,esperanto
aventurojn,kiujn,esperanto
kiujn,vi,esperanto
vi,ĵus,esperanto
ĵus,tralegis,esperanto
tralegis,kiam,esperanto
kiam,ŝi,esperanto
ŝi,finis,esperanto
finis,la,esperanto
la,rakonton,esperanto
rakonton,la,esperanto
la,fratino,esperanto
fratino,kisis,esperanto
kisis,ŝin,esperanto
ŝin,dirante—,esperanto
dirante—,jen,esperanto
jen,tre,esperanto
tre,kurioza,esperanto
kurioza,sonĝo,esperanto
sonĝo,certege,esperanto
certege,anjo,esperanto
anjo,sed,esperanto
sed,jam,esperanto
jam,malfruiĝas,esperanto
malfruiĝas,vi,esperanto
vi,do,esperanto
do,kuru,esperanto
kuru,en,esperanto
en,la,esperanto
la,domon,esperanto
domon,por,esperanto
por,la,esperanto
la,temanĝo,esperanto
temanĝo,alicio,esperanto
alicio,tuj,esperanto
tuj,levis,esperanto
levis,sin,esperanto
sin,kaj,esperanto
kaj,rajte,esperanto
rajte,pensis—dum,esperanto
pensis—dum,ŝi,esperanto
ŝi,kuras—kian,esperanto
kuras—kian,mirindan,esperanto
mirindan,sonĝon,esperanto
sonĝon,ŝi,esperanto
ŝi,sonĝis,esperanto
sonĝis,sed,esperanto
sed,la,esperanto
la,fratino,esperanto
fratino,ankoraŭ,esperanto
ankoraŭ,sidis,esperanto
sidis,sur,esperanto
sur,la,esperanto
la,deklivo,esperanto
deklivo,apogante,esperanto
apogante,la,esperanto
la,kapon,esperanto
kapon,per,esperanto
per,la,esperanto
la,mano,esperanto
mano,kaj,esperanto
kaj,rigardante,esperanto
rigardante,la,esperanto
la,sunsubiron,esperanto
sunsubiron,ŝi,esperanto
ŝi,komencis,esperanto
komencis,pripensi,esperanto
pripensi,la,esperanto
la,fratineton,esperanto
fratineton,kaj,esperanto
kaj,ĉiujn,esperanto
ĉiujn,ŝiajn,esperanto
ŝiajn,aventurojn,esperanto
aventurojn,ĝis,esperanto
ĝis,ankaŭ,esperanto
ankaŭ,ŝi,esperanto
ŝi,falis,esperanto
falis,en,esperanto
en,revon,esperanto
revon,jen,esperanto
jen,ŝia,esperanto
ŝia,revo—,esperanto
revo—,unue,esperanto
unue,pri,esperanto
pri,alicio,esperanto
alicio,mem,esperanto
mem,ŝi,esperanto
ŝi,revis,esperanto
revis,en,esperanto
en,ŝia,esperanto
ŝia,fantazio,esperanto
fantazio,denove,esperanto
denove,la,esperanto
la,manetoj,esperanto
manetoj,de,esperanto
de,alicio,esperanto
alicio,kunligiĝis,esperanto
kunligiĝis,sur,esperanto
sur,ŝiaj,esperanto
ŝiaj,genuoj,esperanto
genuoj,denove,esperanto
denove,tiuj,esperanto
tiuj,klarbluaj,esperanto
klarbluaj,okuloj,esperanto
okuloj,de,esperanto
de,alicio,esperanto
alicio,rigardas,esperanto
rigardas,supren,esperanto
supren,en,esperanto
en,ŝiajn,esperanto
ŝiajn,ŝi,esperanto
ŝi,kvazaŭ,esperanto
kvazaŭ,aŭdis,esperanto
aŭdis,la,esperanto
la,verajn,esperanto
verajn,voĉtonojn,esperanto
voĉtonojn,kvazaŭ,esperanto
kvazaŭ,vidis,esperanto
vidis,tiun,esperanto
tiun,nuralician,esperanto
nuralician,kapskuon,esperanto
kapskuon,por,esperanto
por,postenigi,esperanto
postenigi,la,esperanto
la,vageman,esperanto
vageman,buklon,esperanto
buklon,kiu,esperanto
kiu,ĉiam,esperanto
ĉiam,malgraŭ,esperanto
malgraŭ,ĉio,esperanto
ĉio,volas,esperanto
volas,fali,esperanto
fali,antaŭ,esperanto
antaŭ,la,esperanto
la,okuloj,esperanto
okuloj,kaj,esperanto
kaj,dum,esperanto
dum,ŝi,esperanto
ŝi,aŭskultas—aŭ,esperanto
aŭskultas—aŭ,ŝajnas,esperanto
ŝajnas,aŭskulti—la,esperanto
aŭskulti—la,tuta,esperanto
tuta,ĉirkaŭaĵo,esperanto
ĉirkaŭaĵo,fariĝis,esperanto
fariĝis,plene,esperanto
plene,posedata,esperanto
posedata,de,esperanto
de,tiuj,esperanto
tiuj,strangaj,esperanto
strangaj,sonĝvivaĵoj,esperanto
sonĝvivaĵoj,jen,esperanto
jen,la,esperanto
la,longa,esperanto
longa,herbaĵo,esperanto
herbaĵo,murmuris,esperanto
murmuris,ĉe,esperanto
ĉe,ŝiaj,esperanto
ŝiaj,piedoj,esperanto
piedoj,ĉar,esperanto
ĉar,la,esperanto
la,blanka,esperanto
blanka,kuniklo,esperanto
kuniklo,preterpasas—jen,esperanto
preterpasas—jen,la,esperanto
la,timigita,esperanto
timigita,muso,esperanto
muso,plaŭde,esperanto
plaŭde,naĝas,esperanto
naĝas,tra,esperanto
tra,la,esperanto
la,tutapuda,esperanto
tutapuda,al,esperanto
al,ŝi,esperanto
ŝi,akvo—jen,esperanto
akvo—jen,ŝi,esperanto
ŝi,ekaŭdis,esperanto
ekaŭdis,la,esperanto
la,tintadon,esperanto
tintadon,de,esperanto
de,la,esperanto
la,tetasoj,esperanto
tetasoj,dum,esperanto
dum,la,esperanto
la,martleporo,esperanto
martleporo,kun,esperanto
kun,siaj,esperanto
siaj,kunuloj,esperanto
kunuloj,partoprenas,esperanto
partoprenas,la,esperanto
la,neniam,esperanto
neniam,finiĝantan,esperanto
finiĝantan,manĝadon,esperanto
manĝadon,kaj,esperanto
kaj,la,esperanto
la,altvoĉajn,esperanto
altvoĉajn,kriojn,esperanto
kriojn,de,esperanto
de,la,esperanto
la,damo,esperanto
damo,ordonanta,esperanto
ordonanta,la,esperanto
la,malfeliĉajn,esperanto
malfeliĉajn,gastojn,esperanto
gastojn,for,esperanto
for,for,esperanto
for,al,esperanto
al,la,esperanto
la,ekzekutisto,esperanto
ekzekutisto,ankaŭ,esperanto
ankaŭ,jen,esperanto
jen,la,esperanto
la,porkinfano,esperanto
porkinfano,ternadas,esperanto
ternadas,sur,esperanto
sur,la,esperanto
la,dukinaj,esperanto
dukinaj,genuoj,esperanto
genuoj,dum,esperanto
dum,frakasiĝas,esperanto
frakasiĝas,ĉirkaŭe,esperanto
ĉirkaŭe,la,esperanto
la,teleroj,esperanto
teleroj,kaj,esperanto
kaj,pladoj,esperanto
pladoj,denove,esperanto
denove,plenigis,esperanto
plenigis,la,esperanto
la,aeron,esperanto
aeron,tiu,esperanto
tiu,stranga,esperanto
stranga,krio,esperanto
krio,de,esperanto
de,la,esperanto
la,grifo,esperanto
grifo,tiuj,esperanto
tiuj,gratoj,esperanto
gratoj,de,esperanto
de,l,esperanto
l,lacerta,esperanto
lacerta,grifelo,esperanto
grifelo,la,esperanto
la,sufokaj,esperanto
sufokaj,blekoj,esperanto
blekoj,de,esperanto
de,la,esperanto
la,subpremataj,esperanto
subpremataj,kobajoj,esperanto
kobajoj,kaj,esperanto
kaj,malproksime,esperanto
malproksime,aŭdiĝas,esperanto
aŭdiĝas,la,esperanto
la,plorĝemoj,esperanto
plorĝemoj,de,esperanto
de,la,esperanto
la,falsa,esperanto
falsa,kelonio,esperanto
kelonio,tre,esperanto
tre,longe,esperanto
longe,ŝi,esperanto
ŝi,sidadis,esperanto
sidadis,kun,esperanto
kun,okuloj,esperanto
okuloj,fermitaj,esperanto
fermitaj,kaj,esperanto
kaj,preskaŭ,esperanto
preskaŭ,kredis,esperanto
kredis,ke,esperanto
ke,ŝi,esperanto
ŝi,mem,esperanto
mem,vagas,esperanto
vagas,en,esperanto
en,tiu,esperanto
tiu,stranga,esperanto
stranga,mirlando,esperanto
mirlando,kvankam,esperanto
kvankam,ŝi,esperanto
ŝi,bone,esperanto
bone,konsciis,esperanto
konsciis,ke,esperanto
ke,se,esperanto
se,nur,esperanto
nur,ŝi,esperanto
ŝi,malfermos,esperanto
malfermos,la,esperanto
la,okulojn,esperanto
okulojn,la,esperanto
la,fantazioj,esperanto
fantazioj,malaperos,esperanto
malaperos,kaj,esperanto
kaj,ĉio,esperanto
ĉio,refariĝos,esperanto
refariĝos,ordinara,esperanto
ordinara,se,esperanto
se,ŝi,esperanto
ŝi,malfermos,esperanto
malfermos,la,esperanto
la,okulojn,esperanto
okulojn,jam,esperanto
jam,ne,esperanto
ne,murmurigos,esperanto
murmurigos,la,esperanto
la,herbon,esperanto
herbon,blanka,esperanto
blanka,kuniklo,esperanto
kuniklo,sed,esperanto
sed,nur,esperanto
nur,la,esperanto
la,vento,esperanto
vento,la,esperanto
la,akvoplaŭdojn,esperanto
akvoplaŭdojn,kaŭzos,esperanto
kaŭzos,ne,esperanto
ne,la,esperanto
la,muso,esperanto
muso,sed,esperanto
sed,nur,esperanto
nur,ŝanceliĝantaj,esperanto
ŝanceliĝantaj,kanoj,esperanto
kanoj,la,esperanto
la,tintadantaj,esperanto
tintadantaj,tetasoj,esperanto
tetasoj,refariĝos,esperanto
refariĝos,ŝafsonoriloj,esperanto
ŝafsonoriloj,tuj,esperanto
tuj,mortos,esperanto
mortos,la,esperanto
la,altvoĉaj,esperanto
altvoĉaj,krioj,esperanto
krioj,de,esperanto
de,la,esperanto
la,furioza,esperanto
furioza,damo,esperanto
damo,renaskiĝante,esperanto
renaskiĝante,kiel,esperanto
kiel,krioj,esperanto
krioj,de,esperanto
de,la,esperanto
la,ŝafpaŝtisto,esperanto
ŝafpaŝtisto,la,esperanto
la,infana,esperanto
infana,ternado,esperanto
ternado,kaj,esperanto
kaj,ĉiuj,esperanto
ĉiuj,aliaj,esperanto
aliaj,strangaj,esperanto
strangaj,bruoj,esperanto
bruoj,fariĝos—nur,esperanto
fariĝos—nur,konfuzita,esperanto
konfuzita,bruaro,esperanto
bruaro,de,esperanto
de,la,esperanto
la,farmkorto,esperanto
farmkorto,kaj,esperanto
kaj,anstataŭ,esperanto
anstataŭ,la,esperanto
la,profundaj,esperanto
profundaj,ĝemoj,esperanto
ĝemoj,de,esperanto
de,la,esperanto
la,falsa,esperanto
falsa,kelonio,esperanto
kelonio,ŝi,esperanto
ŝi,aŭdos,esperanto
aŭdos,de,esperanto
de,malproksime,esperanto
malproksime,la,esperanto
la,blekadon,esperanto
blekadon,de,esperanto
de,la,esperanto
la,bovinoj,esperanto
bovinoj,fine,esperanto
fine,ŝi,esperanto
ŝi,imagis,esperanto
imagis,al,esperanto
al,si,esperanto
si,kiel,esperanto
kiel,ĉi,esperanto
ĉi,tiu,esperanto
tiu,sama,esperanto
sama,fratineto,esperanto
fratineto,en,esperanto
en,la,esperanto
la,venontaj,esperanto
venontaj,jaroj,esperanto
jaroj,estos,esperanto
estos,mem,esperanto
mem,plenaĝa,esperanto
plenaĝa,virino,esperanto
virino,kiel,esperanto
kiel,ŝi,esperanto
ŝi,kredeble,esperanto
kredeble,gardos,esperanto
gardos,dum,esperanto
dum,la,esperanto
la,maturaj,esperanto
maturaj,jaroj,esperanto
jaroj,la,esperanto
la,simplan,esperanto
simplan,kaj,esperanto
kaj,ameman,esperanto
ameman,koron,esperanto
koron,kiu,esperanto
kiu,karakterizas,esperanto
karakterizas,la,esperanto
la,nunan,esperanto
nunan,infanecon,esperanto
infanecon,kiel,esperanto
kiel,ŝi,esperanto
ŝi,kredeble,esperanto
kredeble,kolektos,esperanto
kolektos,ĉirkaŭ,esperanto
ĉirkaŭ,si,esperanto
si,aliajn,esperanto
aliajn,infanojn,esperanto
infanojn,kaj,esperanto
kaj,al,esperanto
al,ili,esperanto
ili,briligos,esperanto
briligos,la,esperanto
la,okulojn,esperanto
okulojn,per,esperanto
per,multe,esperanto
multe,da,esperanto
da,strangaj,esperanto
strangaj,rakontoj,esperanto
rakontoj,eble,esperanto
eble,eĉ,esperanto
eĉ,per,esperanto
per,tiu,esperanto
tiu,ĉi,esperanto
ĉi,stranga,esperanto
stranga,sonĝo,esperanto
sonĝo,kiel,esperanto
kiel,ŝi,esperanto
ŝi,kredeble,esperanto
kredeble,simpatie,esperanto
simpatie,partoprenos,esperanto
partoprenos,ĉiujn,esperanto
ĉiujn,iliajn,esperanto
iliajn,simplajn,esperanto
simplajn,ĝojojn,esperanto
ĝojojn,kaj,esperanto
kaj,malĝojojn,esperanto
malĝojojn,rememorante,esperanto
rememorante,siajn,esperanto
siajn,infanjarojn,esperanto
infanjarojn,kaj,esperanto
kaj,la,esperanto
la,belajn,esperanto
belajn,somertagojn,esperanto
somertagojn,en,esperanto
en,la,esperanto
la,libro,esperanto
libro,mem,esperanto
mem,la,esperanto
la,piednotoj,esperanto
piednotoj,troviĝas,esperanto
troviĝas,plejparte,esperanto
plejparte,ĉe,esperanto
ĉe,la,esperanto
la,piedoj,esperanto
piedoj,de,esperanto
de,la,esperanto
la,koncernaj,esperanto
koncernaj,paĝoj,esperanto
paĝoj,por,esperanto
por,ne,esperanto
ne,interrompi,esperanto
interrompi,la,esperanto
la,fluon,esperanto
fluon,de,esperanto
de,la,esperanto
la,rakonto,esperanto
rakonto,en,esperanto
en,tiu,esperanto
tiu,ĉi,esperanto
ĉi,unupaĝa,esperanto
unupaĝa,versio,esperanto
versio,preparita,esperanto
preparita,de,esperanto
de,distributed,esperanto
distributed,proofreaders,esperanto
proofreaders,la,esperanto
la,piednotoj,esperanto
piednotoj,estas,esperanto
estas,kolektitaj,esperanto
kolektitaj,ĉi,esperanto
ĉi,tie,esperanto
tie,ĉe,esperanto
ĉe,la,esperanto
la,fino,esperanto
fino,de,esperanto
de,la,esperanto
la,unu,esperanto
unu,longa,esperanto
longa,paĝo,esperanto
paĝo,1,esperanto
1,3,esperanto
3,la,esperanto
la,vorto,esperanto
vorto,tejl,esperanto
tejl,prezentas,esperanto
prezentas,al,esperanto
al,anglolingvanoj,esperanto
anglolingvanoj,du,esperanto
du,diversajn,esperanto
diversajn,ideojn,esperanto
ideojn,la,esperanto
la,ideon,esperanto
ideon,vosto,esperanto
vosto,kaj,esperanto
kaj,la,esperanto
la,ideon,esperanto
ideon,rakonto,esperanto
rakonto,2,esperanto
2,la,esperanto
la,aŭtoro,esperanto
aŭtoro,tie,esperanto
tie,ĉi,esperanto
ĉi,kritikas,esperanto
kritikas,per,esperanto
per,la,esperanto
la,buŝo,esperanto
buŝo,de,esperanto
de,l,esperanto
l,anaso,esperanto
anaso,la,esperanto
la,anglan,esperanto
anglan,kutimon,esperanto
kutimon,enmeti,esperanto
enmeti,sen,esperanto
sen,bezono,esperanto
bezono,la,esperanto
la,vortojn,esperanto
vortojn,ĝi,esperanto
ĝi,ĝin,esperanto
ĝin,por,esperanto
por,turni,esperanto
turni,la,esperanto
la,atenton,esperanto
atenton,al,esperanto
al,longa,esperanto
longa,subjekta,esperanto
subjekta,aŭ,esperanto
aŭ,objekta,esperanto
objekta,frazeto,esperanto
frazeto,kiu,esperanto
kiu,sekvas,esperanto
sekvas,en,esperanto
en,la,esperanto
la,teksto,esperanto
teksto,ĝin,esperanto
ĝin,iri,esperanto
iri,kun,esperanto
kun,ea,esperanto
ea,por,esperanto
por,proponi,esperanto
proponi,al,esperanto
al,li,esperanto
li,la,esperanto
la,kronon,esperanto
kronon,4,esperanto
4,angla,esperanto
angla,mallongaĵo,esperanto
mallongaĵo,inter,esperanto
inter,familianoj,esperanto
familianoj,por,esperanto
por,vilhelmo,esperanto
vilhelmo,5,esperanto
5,cheshire,esperanto
cheshire,ĉeŝŝa,esperanto
ĉeŝŝa,estas,esperanto
estas,la,esperanto
la,angla,esperanto
angla,graflando,esperanto
graflando,en,esperanto
en,kiu,esperanto
kiu,sidas,esperanto
sidas,la,esperanto
la,urbo,esperanto
urbo,chester,esperanto
chester,ĉesta,esperanto
ĉesta,ekzistas,esperanto
ekzistas,popoldiro,esperanto
popoldiro,ke,esperanto
ke,nur,esperanto
nur,en,esperanto
en,tiu,esperanto
tiu,graflando,esperanto
graflando,la,esperanto
la,katoj,esperanto
katoj,havas,esperanto
havas,la,esperanto
la,kapablon,esperanto
kapablon,grimaci,esperanto
grimaci,6,esperanto
6,en,esperanto
en,angla,esperanto
angla,lingvo,esperanto
lingvo,akso,esperanto
akso,havas,esperanto
havas,ankaŭ,esperanto
ankaŭ,la,esperanto
la,signifon,esperanto
signifon,hakilo,esperanto
hakilo,7,esperanto
7,same,esperanto
same,freneza,esperanto
